,id,code,pe_ratio,turnover_ratio,pb_ratio,ps_ratio,pcf_ratio,capitalization,market_cap,circulating_cap,circulating_market_cap,day,pe_ratio_lyr
0,62085031,000001.XSHE,13.9148,,1.2994,2.4763,2.7943,1940591.875,3753.1045,1940575.25,3753.0725,2021-01-01,13.3112
1,62083452,000002.XSHE,8.234,,1.6451,0.865,4.6903,1161773.25,3334.2891,971431.5,2788.0083,2021-01-01,8.5776
2,62083558,000004.XSHE,48.4751,,2.3569,23.2341,31.4974,16505.2617,34.1659,8391.8682,17.3712,2021-01-01,1102.3503
3,62083192,000005.XSHE,26.1115,,1.6504,13.3094,-9379.1064,105853.6875,26.781,105794.625,26.766,2021-01-01,15.3307
4,62084251,000006.XSHE,8.8088,,1.0805,2.2464,-5.7974,134999.5,75.7347,134830.7969,75.6401,2021-01-01,9.4531
5,62083147,000007.XSHE,-173.4806,,14.7392,54.1966,253.1725,34644.8047,24.1474,30894.8047,21.5337,2021-01-01,108.3451
6,62083320,000008.XSHE,159.7115,,0.9827,2.7030000000000003,22.7996,278079.5312,70.6322,266518.2188,67.6956,2021-01-01,16.2605
7,62085405,000009.XSHE,31.223000000000003,,2.8707,1.9037,18.4151,257921.3906,194.2148,255189.7969,192.1579,2021-01-01,64.494
8,62084241,000010.XSHE,111.1775,,6.7258,2.0231,-45.4333,81985.4688,32.0563,52217.1484,20.4169,2021-01-01,68.9757
9,62084976,000011.XSHE,8.7213,,2.3185,1.7122,56.1766,59597.9102,72.5307,52647.5547,64.0721,2021-01-01,8.8689
10,62085254,000012.XSHE,31.5211,,2.2295,2.2047,301.262,307069.2188,226.6171,195705.9375,144.431,2021-01-01,42.2454
11,62083631,000014.XSHE,36.194,,1.85,2.8913,9.0431,20170.5195,16.7012,20170.5195,16.7012,2021-01-01,79.2082
12,62084328,000016.XSHE,-345.7781,,1.8684,0.3415,-13.3885,240794.5469,159.1652,159657.4375,105.5336,2021-01-01,75.0658
13,62083393,000017.XSHE,-613.7707,,107.3076,13.8343,126.4258,55134.793,13.2875,30298.1016,7.3018,2021-01-01,-184.8847
14,62085834,000019.XSHE,25.0873,,1.9206,0.7505,-57.9602,115253.5234,86.4401,41618.4844,31.2139,2021-01-01,23.7798
15,62084967,000020.XSHE,407.93199999999996,,8.4597,4.2005,-586.7014,28316.123,28.2878,18116.5391,18.0984,2021-01-01,518.087
16,62083858,000021.XSHE,53.4391,,3.8656,2.0401,-127.2944,147125.9375,279.6864,146902.4375,279.2615,2021-01-01,79.3884
17,62083911,000023.XSHE,-313.8971,,4.8260000000000005,1.4079,-21.9064,13875.624,22.6173,13875.624,22.6173,2021-01-01,44.5007
18,62084727,000025.XSHE,37.3074,,5.6363,16.5809,2875.5901,43105.832,72.8489,39277.832,66.3795,2021-01-01,33.1629
19,62083575,000026.XSHE,19.4197,,1.7812,1.2518,28.7518,42809.1875,48.9309,35671.6367,40.7727,2021-01-01,22.6627
20,62085733,000027.XSHE,7.4601,,1.0601,1.4680000000000002,33.6736,475739.0,289.725,475739.0,289.725,2021-01-01,17.0305
21,62085040,000028.XSHE,14.9742,,1.4467,0.3533,-22.6114,42812.6992,196.0822,36773.3633,168.422,2021-01-01,15.4239
22,62084320,000029.XSHE,23.1682,,1.9523,3.8774,8.3881,101166.0,72.2325,89166.0,63.6645,2021-01-01,13.0749
23,62083380,000030.XSHE,13.7274,,1.8813,1.1741,192.8972,181055.2188,132.8945,175988.0938,129.1753,2021-01-01,14.9153
24,62084513,000031.XSHE,23.9246,,0.9769,0.6447,1.5945,428631.3438,188.5978,181372.2969,79.8038,2021-01-01,7.9294
25,62084527,000032.XSHE,58.4828,,4.8766,5.2831,256.3345,41321.9648,73.9663,41142.4102,73.6449,2021-01-01,55.2186
26,62082746,000034.XSHE,24.198,,3.1579,0.1617,11.1879,65945.8438,141.5198,49733.6641,106.7284,2021-01-01,20.1764
27,62085162,000035.XSHE,12.6679,,0.9165,0.47700000000000004,24.0198,252377.7344,103.7272,245334.5312,100.8325,2021-01-01,14.548
28,62084547,000036.XSHE,7.9688,,1.2087,1.7169,-10.5852,148393.4062,59.0606,147947.4375,58.8831,2021-01-01,7.2239
29,62086423,000037.XSHE,45.5488,,3.1065,5.4411,-89.4004,60276.2578,65.8217,33889.4023,37.0072,2021-01-01,264.3339
30,62085956,000038.XSHE,23.3839,,1.7605,3.1195,-14.0324,52277.7422,50.1866,23817.7969,22.8651,2021-01-01,41.0089
31,62085103,000039.XSHE,33.6081,,1.5342,0.6141,7.784,359501.3438,538.8925,153427.1406,229.9873,2021-01-01,34.9425
32,62085496,000040.XSHE,-4.2189,,0.3928,1.7764,-0.9779,148687.3906,51.8919,106034.0703,37.0059,2021-01-01,-5.4217
33,62085744,000042.XSHE,-148.7642,,0.7847,0.6664,-14.1587,66483.1172,60.7656,66234.1484,60.538000000000004,2021-01-01,7.7195
34,62082700,000045.XSHE,128.9543,,1.3216,1.8289,93.5131,50777.2266,36.4073,45701.7891,32.7682,2021-01-01,184.9971
35,62083297,000046.XSHE,-8.4783,,0.8333,1.2703,7.1671,519620.0625,170.4354,517007.875,169.5786,2021-01-01,15.567
36,62084989,000048.XSHE,9.5319,,4.4957,2.1013,10.4625,40249.1719,92.1706,40240.7656,92.1514,2021-01-01,8.3728
37,62084616,000049.XSHE,26.3485,,5.544,0.7502,69.8233,20719.7734,140.0657,20524.373,138.7448,2021-01-01,27.8915
38,62085261,000050.XSHE,35.3012,,1.0867,1.2262,-197.9589,245774.7656,362.272,182891.7812,269.5825,2021-01-01,43.6806
39,62083128,000055.XSHE,11.9419,,0.9348,1.6321,10.8357,108827.8984,48.6461,67827.25,30.3188,2021-01-01,13.988
40,62084107,000056.XSHE,-93.4152,,0.6765,5.0374,-64.6236,117452.875,35.5882,90372.875,27.383000000000003,2021-01-01,70.331
41,62085057,000058.XSHE,134.9997,,4.2567,5.6938,-572.43,123565.625,83.0361,53828.2109,36.1726,2021-01-01,105.8496
42,62084875,000059.XSHE,-93.8879,,0.6745,0.2814,-110.8889,159944.25,88.2892,159940.9531,88.2874,2021-01-01,8.8916
43,62082536,000060.XSHE,20.4396,,1.5282,0.6282,248.3705,356968.5312,172.0588,356847.125,172.0003,2021-01-01,20.1922
44,62082456,000061.XSHE,28.4419,,2.2307,3.8991,-24.7472,169696.4062,119.63600000000001,169542.125,119.5272,2021-01-01,38.5712
45,62083276,000062.XSHE,21.5623,,2.3886,0.8174,237.795,104590.9297,130.1111,104463.9766,129.9532,2021-01-01,20.6515
46,62085401,000063.XSHE,41.5967,,3.7045,1.5428,16.4393,461343.5,1552.4208,347634.0,1169.7885,2021-01-01,30.1565
47,62082430,000065.XSHE,7.9208,,1.0808,0.4994,3.6413,76951.5625,57.4059,67309.2109,50.2127,2021-01-01,8.1284
48,62086088,000066.XSHE,76.6938,,7.0686,4.9855,46.1386,292818.2188,556.0618,292781.1562,555.9914,2021-01-01,49.8713
49,62086072,000068.XSHE,4491.331,,7.242999999999999,12.4917,-13.3856,100667.1484,32.7168,100667.1484,32.7168,2021-01-01,545.3709
50,62085452,000069.XSHE,5.0171,,0.8267,0.9149,33.6507,820179.375,581.5072,705674.8125,500.3234,2021-01-01,4.7123
51,62086459,000070.XSHE,35.4403,,2.6513,1.8542,30.9508,81655.9219,75.2051,79522.4844,73.2402,2021-01-01,23.2706
52,62084779,000078.XSHE,145.6163,,1.7091,0.27899999999999997,-38.4113,275083.3125,110.3084,262119.9531,105.1101,2021-01-01,45.7785
53,62083978,000088.XSHE,34.9366,,1.6534,27.4223,9.6614,224916.1719,142.14700000000002,224916.1719,142.14700000000002,2021-01-01,39.5478
54,62086134,000089.XSHE,321.4153,,1.4156,5.3545,16.1838,205076.9531,167.5479,205076.9531,167.5479,2021-01-01,28.2202
55,62083169,000090.XSHE,4.7001,,1.2944,0.598,-2.8339999999999996,186854.5469,110.9916,186829.5156,110.9767,2021-01-01,8.9785
56,62085465,000096.XSHE,36.492,,1.8121,3.8205,45.2276,52800.0,51.1632,51084.8008,49.5012,2021-01-01,40.9722
57,62084405,000099.XSHE,23.234,,1.3378,3.0081,-134.9484,60607.043,45.2129,60607.043,45.2129,2021-01-01,21.3811
58,62085476,000100.XSHE,48.0913,,3.0034,1.5281,-21.305,1403078.875,993.3798,1265996.0,896.3252,2021-01-01,37.9476
59,62086454,000150.XSHE,-1.4576,,4.4032,1.6108,-111.8993,87769.7578,25.9798,80599.0234,23.8573,2021-01-01,-1.6524
60,62085895,000151.XSHE,158.4927,,2.5291,2.4126,98.0395,29598.0,24.0632,26654.3965,21.67,2021-01-01,274.9706
61,62084293,000153.XSHE,35.9419,,1.9848,0.8378,-64.4564,31214.123,27.4684,31197.7227,27.454,2021-01-01,33.9447
62,62082462,000155.XSHE,58.2553,,2.8402,5.0565,25.3749,127000.0,105.41,127000.0,105.41,2021-01-01,49.0628
63,62084452,000156.XSHE,26.0364,,1.1301,3.9629,-49.3115,185293.25,158.611,128029.5312,109.5933,2021-01-01,24.5705
64,62085119,000157.XSHE,11.9236,,1.6936,1.3809,-54.7163,792251.1875,784.3287,651137.0,644.6256,2021-01-01,17.942
65,62083912,000158.XSHE,936.7442,,1.6904,1.2249,39.1536,159861.6719,99.1142,157348.3906,97.556,2021-01-01,98.0351
66,62085246,000159.XSHE,23.1953,,1.1079999999999999,5.183,-43.8501,48068.5977,24.6111,48068.5977,24.6111,2021-01-01,80.9149
67,62086197,000166.XSHE,17.6097,,1.5149,4.4589,6.2427,2503994.5,1322.1091,2253550.75,1189.8748,2021-01-01,23.0517
68,62084138,000301.XSHE,69.328,,2.6286,2.103,17.2182,483486.375,458.3451,126079.2188,119.5231,2021-01-01,28.4017
69,62082823,000333.XSHE,27.7611,,6.1272,2.5117,106.0893,702587.875,6916.2754,684303.125,6736.2803,2021-01-01,28.5664
70,62085470,000338.XSHE,13.6876,,2.5363,0.6423,24.6719,793387.375,1252.7587,424431.5938,670.1775,2021-01-01,13.7591
71,62085037,000400.XSHE,23.0123,,1.7226,1.3148,-131.8982,100832.7344,145.8041,100827.0156,145.7959,2021-01-01,34.2009
72,62085827,000401.XSHE,8.2802,,1.4022,0.5735,-22.2617,134752.2969,190.6745,134720.7188,190.6298,2021-01-01,7.0605
73,62086040,000402.XSHE,6.4779,,0.5543,0.8256,8.0333,298893.0,192.78599999999997,298763.5938,192.7025,2021-01-01,5.6012
74,62085776,000403.XSHE,136.6981,,21.4386,19.9669,-277.7653,49243.4648,187.1252,48716.2891,185.1219,2021-01-01,116.6267
75,62083828,000404.XSHE,77.2542,,1.0768,0.35600000000000004,-6.9477,69599.6016,35.287,69435.0781,35.2036,2021-01-01,115.2176
76,62086062,000407.XSHE,25.8785,,1.5224,0.8801,-19.668,88008.4688,37.4036,87574.3828,37.2191,2021-01-01,28.0329
77,62083554,000408.XSHE,60.9791,,1.9433,7.4683,21.4632,199377.9531,159.7017,47348.6172,37.9262,2021-01-01,44.4213
78,62084202,000409.XSHE,-11.5132,,4.431,0.9286,-5.1753,51093.1172,20.7949,40562.75,16.509,2021-01-01,-4.5793
79,62085106,000410.XSHE,-6.3973,,11.3446,5.7909,7.8816,168403.5938,62.1409,168091.3906,62.0257,2021-01-01,-2.0795
80,62085747,000411.XSHE,33.7656,,2.9751,0.1947,293.8228,24893.9941,48.2446,20732.207,40.179,2021-01-01,31.9302
81,62086032,000413.XSHE,-3.7878,,0.4938,1.5368,-1.0708,573025.0,146.6944,486412.4062,124.5216,2021-01-01,-9.629
82,62086181,000415.XSHE,-4.3885,,0.4488,0.4193,0.897,618452.125,148.4285,354739.6562,85.1375,2021-01-01,8.0298
83,62084981,000416.XSHE,124.2369,,3.4316,44.5463,167.3552,53187.1484,30.6358,53164.1094,30.6225,2021-01-01,107.8819
84,62083396,000417.XSHE,29.9138,,0.9325,0.3852,13.3497,77988.4219,37.5904,77902.7422,37.5491,2021-01-01,23.552
85,62083500,000419.XSHE,12.5741,,0.8306,0.8395,11.3902,54358.2656,25.3853,54329.0,25.3716,2021-01-01,14.5536
86,62082812,000420.XSHE,-18.5354,,1.3302,1.551,36.5823,197070.6719,37.2464,196965.6562,37.2265,2021-01-01,40.9696
87,62085853,000421.XSHE,9.3019,,1.3039,0.565,83.8709,57264.6953,38.8255,57264.6953,38.8255,2021-01-01,38.361
88,62082580,000422.XSHE,58.3762,,13.8091,0.2062,98.435,89786.6719,28.7317,89781.2969,28.73,2021-01-01,17.4774
89,62082482,000423.XSHE,-37.5738,,2.62,11.6717,-61.0009,65402.1523,253.1717,65386.7305,253.112,2021-01-01,-57.0315
90,62085597,000425.XSHE,13.8617,,1.3817,0.6258,11.5615,783366.8125,420.668,699503.75,375.6335,2021-01-01,11.6188
91,62084272,000426.XSHE,171.3183,,2.762,15.8261,104.0748,183719.2188,144.0359,147529.4375,115.6631,2021-01-01,140.9085
92,62082910,000428.XSHE,-18.1072,,1.2217,4.8149,-25.2624,101892.6016,26.8996,101883.5391,26.8973,2021-01-01,53.5482
93,62082629,000429.XSHE,25.4977,,1.3784,5.7452,1344.0068,209080.6094,126.4938,130291.0547,78.8261,2021-01-01,10.0501
94,62085644,000430.XSHE,-22.0714,,1.2678,9.5201,-46.1197,40481.7695,19.5527,33173.8789,16.023,2021-01-01,176.8534
95,62085121,000488.XSHE,11.5042,,1.0716,0.6291,-12143.7266,298420.8125,191.5862,165937.2031,106.5317,2021-01-01,11.5653
96,62085181,000498.XSHE,8.5765,,1.2507,0.2725,18.7557,155695.9219,73.9556,112013.7109,53.2065,2021-01-01,11.9325
97,62083624,000501.XSHE,14.7105,,0.9378,0.9607,36.2356,76899.2734,89.5877,76781.5625,89.4505,2021-01-01,7.3133
98,62086365,000502.XSHE,-119.0595,,8.9833,102.8365,-108.6108,18481.9609,17.0958,18334.7949,16.9597,2021-01-01,-189.2997
99,62084379,000503.XSHE,4627.5691,,7.149,51.8308,55.0399,89882.2188,75.1415,89877.9922,75.138,2021-01-01,431.161
100,62085987,000504.XSHE,107.734,,255.6399,25.6671,41.7668,31157.3906,38.1366,31067.3203,38.0264,2021-01-01,202.7858
101,62086080,000505.XSHE,39.6889,,2.4398,0.8058,24.6809,72695.0234,64.5532,45463.8281,40.3719,2021-01-01,48.4118
102,62084352,000506.XSHE,-29.6234,,2.3236,4.0783,-866.686,92901.7734,22.2964,92867.0938,22.2881,2021-01-01,-122.4766
103,62086300,000507.XSHE,23.1547,,0.9949,1.6194,5.6543,93042.4922,52.8481,84120.4531,47.7804,2021-01-01,23.8082
104,62085100,000509.XSHE,-14.2426,,-19.1386,40.3924,-132.995,82548.3125,22.2055,82536.8359,22.2024,2021-01-01,-17.1476
105,62084929,000510.XSHE,58.6563,,2.7788,1.3011,156.1557,60918.2266,28.4488,54947.9141,25.6607,2021-01-01,45.8753
106,62085627,000513.XSHE,22.7148,,3.2987,3.8206,21.113000000000003,94481.4609,382.6499,60499.9922,245.025,2021-01-01,29.3696
107,62082848,000514.XSHE,11.4865,,0.9801,3.9488,-54.1182,84377.0938,31.9789,84377.0938,31.9789,2021-01-01,12.1303
108,62086233,000516.XSHE,-28.0888,,5.5587,17.8171,-34.3008,197104.9375,247.7609,192893.4688,242.4671,2021-01-01,-61.3376
109,62084295,000517.XSHE,4.6942,,1.2830000000000001,1.1263,4.3616,318392.25,92.3338,247324.4844,71.7241,2021-01-01,4.8883
110,62085524,000518.XSHE,198.1383,,8.2976,10.8351,1052.4744,102955.625,52.7133,102953.5703,52.7122,2021-01-01,367.8328
111,62085638,000519.XSHE,46.4098,,1.6475,2.3888,14.5328,139255.8906,139.5344,139149.25,139.4275,2021-01-01,54.6728
112,62085140,000520.XSHE,255.71900000000002,,8.1741,4.9987,-1051.9586,101208.3438,34.4108,101208.3438,34.4108,2021-01-01,107.054
113,62085380,000521.XSHE,-42.8108,,1.3117,0.4257,11.3905,104459.7891,63.3026,87252.8594,52.8752,2021-01-01,112.1562
114,62084390,000523.XSHE,-2.225,,3.5261,0.3412,9.5599,62753.3125,25.6034,62695.3984,25.5797,2021-01-01,41.7293
115,62085399,000524.XSHE,-41.3375,,2.161,1.6578,-16.5261,67020.8594,53.0135,67013.9844,53.0081,2021-01-01,20.4524
116,62085693,000525.XSHE,-6.5619,,0.7651,1.0109,-336.0437,58077.2891,35.1368,57451.4844,34.7581,2021-01-01,-10.333
117,62084619,000526.XSHE,-255.7889,,38.652,2.0207,19.1727,9619.5107,50.3966,9619.5107,50.3966,2021-01-01,363.4802
118,62085654,000528.XSHE,9.6039,,0.976,0.4968,21.6958,147592.1406,108.6278,146263.2656,107.6498,2021-01-01,10.6786
119,62083663,000529.XSHE,11.3955,,2.0961,1.1858,5.9882,58379.0312,39.580999999999996,56988.4375,38.6382,2021-01-01,16.0812
120,62084677,000530.XSHE,-376.2568,,1.2202,2.3892,282.966,84321.25,40.9801,59860.6016,29.0923,2021-01-01,45.9872
121,62084450,000531.XSHE,7.9058,,1.3029,1.8331,7.0821,68508.2812,65.768,68508.2812,65.768,2021-01-01,16.0061
122,62084403,000532.XSHE,21.9362,,4.1377,8.1403,16.5134,34470.8359,40.3998,34354.9727,40.264,2021-01-01,57.0446
123,62083746,000533.XSHE,113.6378,,3.3742,1.4243,-28.0545,69081.6016,21.0008,68490.2422,20.820999999999998,2021-01-01,718.1153
124,62086179,000534.XSHE,114.1829,,6.776,12.9293,153.207,49178.5078,67.2762,49150.7578,67.2382,2021-01-01,95.1901
125,62084837,000536.XSHE,-15.9123,,1.4792,4.5313,1892.8964,276603.2812,80.7682,276308.25,80.682,2021-01-01,-3.1219
126,62084943,000537.XSHE,4.5048,,0.7755,0.4939,84.2744,186252.0781,116.78,173140.6875,108.5592,2021-01-01,3.7166
127,62085514,000538.XSHE,29.6465,,3.8059,4.5419,-32.3366,127740.3281,1451.1302,60216.6953,684.0617,2021-01-01,34.6851
128,62083576,000539.XSHE,14.7909,,0.7517,0.71,21.441999999999997,525028.375,203.71099999999998,255390.7031,99.0916,2021-01-01,17.7639
129,62083914,000540.XSHE,54.1462,,1.1945,0.9268,11.3738,700525.4375,220.6655,696781.625,219.4862,2021-01-01,19.9097
130,62082453,000541.XSHE,28.6106,,1.6684,2.5114,225.3847,139934.6094,86.7595,107239.3359,66.4884,2021-01-01,28.8062
131,62084991,000543.XSHE,10.6421,,0.6522,0.585,229.6175,226686.3281,94.7549,179039.5938,74.8386,2021-01-01,12.2441
132,62084478,000544.XSHE,10.447000000000001,,1.1062,3.3052,7.4774,97468.4453,68.3254,97468.4453,68.3254,2021-01-01,14.707
133,62083677,000545.XSHE,-42.425,,1.7142,2.0714,-205.4039,98683.3125,34.3418,95940.3125,33.3872,2021-01-01,137.30700000000002
134,62084432,000546.XSHE,10.5632,,1.1922,0.6302,-76.7294,71464.4375,53.7413,68848.3906,51.773999999999994,2021-01-01,10.6787
135,62084687,000547.XSHE,56.2071,,5.4968,9.6707,-98.5846,160542.1719,441.491,120540.5078,331.4864,2021-01-01,65.3804
136,62084565,000548.XSHE,23.3988,,1.1367,5.2936,-14.1317,49921.582,20.2182,49918.8828,20.2171,2021-01-01,36.5243
137,62086113,000550.XSHE,51.0915,,1.6505,0.5776,13.2197,86321.3984,178.1674,51846.3164,107.0108,2021-01-01,120.5364
138,62084437,000551.XSHE,27.8684,,1.7186,1.0641,30.3305,40008.0391,32.6866,40008.0391,32.6866,2021-01-01,28.9506
139,62084361,000552.XSHE,14.0329,,0.9276,1.895,40.8633,228697.1094,73.4118,228374.125,73.3081,2021-01-01,13.9901
140,62084969,000553.XSHE,-62.6415,,0.8346,0.6507,16.0952,234412.125,183.3103,217706.75,170.2467,2021-01-01,66.1672
141,62085445,000554.XSHE,406.4648,,2.3369999999999997,0.9028,8.5908,48079.332,21.203000000000003,36264.9727,15.9929,2021-01-01,357.8386
142,62082646,000555.XSHE,37.4104,,2.7510000000000003,1.416,-140.644,97497.4219,151.121,96474.9219,149.5361,2021-01-01,40.2337
143,62086234,000557.XSHE,33.1058,,1.1207,6.949,23.77,145837.4688,57.3141,145791.625,57.2961,2021-01-01,127.9551
144,62083479,000558.XSHE,55.6876,,2.8234,23.5966,16.9828,128922.3984,35.8404,128841.9844,35.8181,2021-01-01,137.6917
145,62084034,000559.XSHE,42.4829,,2.1713,1.6969999999999998,5.4006,330379.125,176.7528,275314.7188,147.2934,2021-01-01,32.9744
146,62085657,000560.XSHE,22.2231,,0.9363,1.0308,7.9377,235550.0781,95.6333,214099.5781,86.9244,2021-01-01,11.5576
147,62086263,000561.XSHE,47.2065,,3.0446,3.2030000000000003,38.3676,60469.2305,43.3564,59938.6016,42.976000000000006,2021-01-01,47.6782
148,62086037,000563.XSHE,22.6272,,1.2831,7.412000000000001,20.1927,396401.2812,149.4433,396401.2812,149.4433,2021-01-01,25.6984
149,62084207,000564.XSHE,-11.537,,0.5225,5.5105,-1.8271,598200.375,154.9339,200589.5938,51.9527,2021-01-01,-12.6972
150,62085117,000565.XSHE,49.632,,1.76,4.7558,-158.5776,43359.2227,20.5523,43359.2227,20.5523,2021-01-01,31.6643
151,62084607,000566.XSHE,-46.8883,,2.7481,5.6736,-156.4303,133597.9219,123.3109,120332.7188,111.0671,2021-01-01,-77.4885
152,62082958,000567.XSHE,78.3691,,1.3130000000000002,22.7514,-18.6481,64113.8945,57.0614,21784.7266,19.3884,2021-01-01,51.7118
153,62082651,000568.XSHE,58.5065,,15.1323,20.7835,-1146.8062,146475.25,3312.6841,146430.6562,3311.6758,2021-01-01,71.3635
154,62086199,000570.XSHE,71.9352,,1.4516,1.4233,58.0845,56137.4336,31.5492,41137.4336,23.1192,2021-01-01,126.3661
155,62085515,000571.XSHE,-3.5042,,3.3106,1.8261,-31.5684,81406.3984,21.5727,80653.8984,21.3733,2021-01-01,-3.5180000000000002
156,62084756,000572.XSHE,95.8074,,1.0671,1.5265,18.6631,164463.6406,49.9969,164215.5156,49.9215,2021-01-01,58.6845
157,62086081,000573.XSHE,-22.4739,,1.0746,2.5883,-8.7415,63828.0586,18.0633,63200.582,17.8858,2021-01-01,27.728
158,62085386,000576.XSHE,6.2017,,2.5125,10.3624,44.5655,44286.1328,46.9433,42797.8984,45.3658,2021-01-01,47.8148
159,62085570,000581.XSHE,8.4422,,1.3199,1.8894,-19.4077,100895.0547,233.9756,81694.0547,189.4485,2021-01-01,10.3163
160,62086060,000582.XSHE,15.6081,,1.7133,3.2710000000000004,-34.2474,163461.6875,171.6348,126681.9453,133.016,2021-01-01,17.4385
161,62084915,000584.XSHE,-115.9407,,1.8737,2.6789,28.3132,76093.7578,44.3627,59831.5938,34.8818,2021-01-01,108.3738
162,62082736,000585.XSHE,11.2942,,11.2096,16.157,242.8793,87337.0,14.5853,60942.0977,10.1773,2021-01-01,-36.3127
163,62086086,000586.XSHE,128.8691,,5.5451,3.0675,349.9043,19344.0,14.0437,19344.0,14.0437,2021-01-01,167.5649
164,62086174,000587.XSHE,-0.3312,,-0.9517,0.5344,13.3112,212374.9375,22.2994,121301.1875,12.7366,2021-01-01,-0.3553
165,62086387,000589.XSHE,12.7259,,1.2841,0.8019,9.0638,79758.9297,52.4814,77546.4297,51.0256,2021-01-01,38.7481
166,62082444,000590.XSHE,45.7006,,3.1656,7.3206,-300.5816,23947.127,20.3072,23937.623,20.2991,2021-01-01,47.8465
167,62082357,000591.XSHE,20.3937,,1.5631,4.2775,-153.0912,300709.8125,218.61599999999999,203709.8906,148.0971,2021-01-01,24.0016
168,62083552,000592.XSHE,211.8137,,1.6507,5.1942,7882.1309,193178.0938,53.5103,191384.6875,53.0136,2021-01-01,217.2242
169,62084428,000593.XSHE,59.6619,,2.3087,1.8777,24.9757,35863.1016,22.6655,35820.9805,22.6389,2021-01-01,54.876000000000005
170,62082597,000595.XSHE,-8.2065,,8.6899,9.3851,210.2355,114849.8359,22.7403,113864.0,22.5451,2021-01-01,-7.2142
171,62084568,000596.XSHE,72.3381,,14.0832,13.3203,94.3349,50360.0,1369.7920000000001,38360.0,1043.392,2021-01-01,65.3051
172,62085243,000597.XSHE,-12396.4386,,1.7263,0.8942,28.1006,135070.25,68.4806,124873.8203,63.31100000000001,2021-01-01,39.3616
173,62084048,000598.XSHE,12.0235,,1.1924,2.7019,5.8101,298621.875,143.3385,298621.875,143.3385,2021-01-01,13.2561
174,62085360,000599.XSHE,-11.8754,,1.0357,0.826,8.7449,82225.9219,34.946,76768.9141,32.6268,2021-01-01,-12.8303
175,62082632,000600.XSHE,10.0438,,0.8324,0.7346,72.5009,179162.6406,100.5102,109004.4141,61.1515,2021-01-01,15.7156
176,62083179,000601.XSHE,26.7955,,1.496,1.5505,128.6814,108055.1641,72.2889,107978.6328,72.2377,2021-01-01,18.0219
177,62085820,000603.XSHE,38.6109,,5.0495,5.4992,-186.30200000000002,68996.9375,109.8431,57880.4727,92.1457,2021-01-01,24.4947
178,62082943,000605.XSHE,54.2273,,1.0137,1.0918,-62.2849,35265.8594,20.4895,33569.3594,19.5038,2021-01-01,55.4485
179,62084142,000606.XSHE,-2.4251,,1.4542,0.5269,-45.076,76579.9375,25.348000000000003,70720.1641,23.4084,2021-01-01,-2.4944
180,62085005,000607.XSHE,-110.145,,2.4215,2.5473,29.7739,101769.8438,40.0973,88486.0,34.8635,2021-01-01,212.1051
181,62085272,000608.XSHE,-19.9305,,0.8353,11.4161,18.0098,74991.3281,23.4723,74976.9688,23.4678,2021-01-01,-28.7084
182,62083581,000609.XSHE,17.4192,,0.9017,2.2149,-26.2442,29926.5527,13.7064,29200.2676,13.3737,2021-01-01,46.9225
183,62085753,000610.XSHE,31.4368,,2.0858,5.0142,753.1535,23674.791,19.6501,23539.4863,19.5378,2021-01-01,-65.0618
184,62085906,000611.XSHE,284.8804,,2.5163,50.7761,3.7510000000000003,33782.2031,9.6279,31934.792999999998,9.1014,2021-01-01,77.3084
185,62085522,000612.XSHE,18.6633,,1.7905,1.7714,78.5644,119219.9375,83.6924,119105.7109,83.6122,2021-01-01,78.479
186,62086142,000613.XSHE,-211.2797,,22.910999999999998,97.4479,-2354.5205,36410.0,15.984000000000002,26587.6602,11.672,2021-01-01,2112.2686
187,62085329,000615.XSHE,-143.1306,,3.4113,2.0622,-7.0286,78118.0312,59.3697,77381.3594,58.8098,2021-01-01,491.077
188,62084078,000616.XSHE,1787.7853,,0.7824,42.0456,-1.3841,143023.4375,34.3256,143023.4375,34.3256,2021-01-01,114.4493
189,62084986,000617.XSHE,10.8205,,0.9775,2.7454,-7.3925,1264207.875,857.133,1264207.875,857.133,2021-01-01,10.9993
190,62083332,000619.XSHE,66.3934,,0.865,0.5774,12.1973,36000.0,21.636,36000.0,21.636,2021-01-01,186.5121
191,62083422,000620.XSHE,-138.2308,,0.6425,0.4685,-3.3595,189669.0469,46.4689,189619.1719,46.4567,2021-01-01,5.7374
192,62084384,000622.XSHE,1005.8757,,8.0474,4.4511,-55.0577,42522.6016,16.7114,42522.6016,16.7114,2021-01-01,140.9461
193,62086372,000623.XSHE,10.9612,,0.8452,8.1656,23.2846,116304.1406,191.5529,116008.5547,191.0661,2021-01-01,13.6469
194,62082417,000625.XSHE,33.5216,,2.191,1.4431,10.8112,536339.625,1173.5111,390064.3438,853.4608,2021-01-01,-44.3383
195,62086067,000626.XSHE,156.0077,,2.8109,0.1337,93.7695,54287.4883,76.7082,46394.6406,65.5556,2021-01-01,45.3479
196,62083154,000627.XSHE,18.0166,,1.1569,0.5676,2.2385,494062.9062,240.6086,446250.4062,217.324,2021-01-01,13.5483
197,62085347,000628.XSHE,18.8267,,2.1786,0.6097,22.4903,35228.0,29.7677,18798.0332,15.8843,2021-01-01,28.4691
198,62084692,000629.XSHE,93.7173,,1.9627,1.7583,90.7521,858974.625,186.3975,746432.875,161.9759,2021-01-01,13.1346
